date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:10:20	140231/140231	---M--	200	added ('OK')	image/png	date:Sun,%2016%20Jun%202024%2020:22:38%20GMT	https://devsaidul.com/html3/new/assets/images/home-1/latest-project-item-3.png	C:/My%20Web%20Sites/cyber/devsaidul.com/html3/new/assets/images/home-1/latest-project-item-3.png	(from https://devsaidul.com/html3/new/index.html)
23:10:21	19845/19845	---M--	200	added ('OK')	image/png	date:Sun,%2016%20Jun%202024%2020:22:38%20GMT	https://devsaidul.com/html3/new/assets/images/home-1/faq.png	C:/My%20Web%20Sites/cyber/devsaidul.com/html3/new/assets/images/home-1/faq.png	(from https://devsaidul.com/html3/new/index.html)
23:10:21	160912/160912	---M--	200	added ('OK')	image/png	date:Sun,%2016%20Jun%202024%2020:22:38%20GMT	https://devsaidul.com/html3/new/assets/images/home-1/latest-project-item-4.png	C:/My%20Web%20Sites/cyber/devsaidul.com/html3/new/assets/images/home-1/latest-project-item-4.png	(from https://devsaidul.com/html3/new/index.html)
23:10:22	182288/182288	---M--	200	added ('OK')	image/png	date:Sun,%2016%20Jun%202024%2020:22:38%20GMT	https://devsaidul.com/html3/new/assets/images/home-1/package-1.png	C:/My%20Web%20Sites/cyber/devsaidul.com/html3/new/assets/images/home-1/package-1.png	(from https://devsaidul.com/html3/new/index.html)
23:10:22	44587/44587	---M--	200	added ('OK')	image/png	date:Sun,%2016%20Jun%202024%2020:22:38%20GMT	https://devsaidul.com/html3/new/assets/images/home-1/package-3.png	C:/My%20Web%20Sites/cyber/devsaidul.com/html3/new/assets/images/home-1/package-3.png	(from https://devsaidul.com/html3/new/index.html)
23:10:22	73496/73496	---M--	200	added ('OK')	image/png	date:Sun,%2016%20Jun%202024%2020:22:38%20GMT	https://devsaidul.com/html3/new/assets/images/home-1/latest-news-1.png	C:/My%20Web%20Sites/cyber/devsaidul.com/html3/new/assets/images/home-1/latest-news-1.png	(from https://devsaidul.com/html3/new/index.html)
23:10:22	73483/73483	---M--	200	added ('OK')	image/png	date:Sun,%2016%20Jun%202024%2020:22:38%20GMT	https://devsaidul.com/html3/new/assets/images/home-1/latest-news-2.png	C:/My%20Web%20Sites/cyber/devsaidul.com/html3/new/assets/images/home-1/latest-news-2.png	(from https://devsaidul.com/html3/new/index.html)
23:10:23	62819/62819	---M--	200	added ('OK')	image/png	date:Sun,%2016%20Jun%202024%2020:22:38%20GMT	https://devsaidul.com/html3/new/assets/images/home-1/latest-news-3.png	C:/My%20Web%20Sites/cyber/devsaidul.com/html3/new/assets/images/home-1/latest-news-3.png	(from https://devsaidul.com/html3/new/index.html)
23:10:23	165221/165221	---M--	200	added ('OK')	image/png	date:Sun,%2016%20Jun%202024%2020:22:38%20GMT	https://devsaidul.com/html3/new/assets/images/home-1/package-2.png	C:/My%20Web%20Sites/cyber/devsaidul.com/html3/new/assets/images/home-1/package-2.png	(from https://devsaidul.com/html3/new/index.html)
23:10:23	17709/17709	---M--	200	added ('OK')	image/png	date:Sun,%2016%20Jun%202024%2020:22:38%20GMT	https://devsaidul.com/html3/new/assets/images/footer-left-img.png	C:/My%20Web%20Sites/cyber/devsaidul.com/html3/new/assets/images/footer-left-img.png	(from https://devsaidul.com/html3/new/index.html)
23:10:23	19927/19927	---M--	200	added ('OK')	image/png	date:Sun,%2016%20Jun%202024%2020:22:38%20GMT	https://devsaidul.com/html3/new/assets/images/footer-right-img.png	C:/My%20Web%20Sites/cyber/devsaidul.com/html3/new/assets/images/footer-right-img.png	(from https://devsaidul.com/html3/new/index.html)
23:10:23	7691/7691	---M--	200	added ('OK')	image/png	date:Sun,%2016%20Jun%202024%2020:22:38%20GMT	https://devsaidul.com/html3/new/assets/images/home-1/footer-gallery-1.png	C:/My%20Web%20Sites/cyber/devsaidul.com/html3/new/assets/images/home-1/footer-gallery-1.png	(from https://devsaidul.com/html3/new/index.html)
23:10:24	7580/7580	---M--	200	added ('OK')	image/png	date:Sun,%2016%20Jun%202024%2020:22:38%20GMT	https://devsaidul.com/html3/new/assets/images/home-1/footer-gallery-2.png	C:/My%20Web%20Sites/cyber/devsaidul.com/html3/new/assets/images/home-1/footer-gallery-2.png	(from https://devsaidul.com/html3/new/index.html)
23:10:24	7806/7806	---M--	200	added ('OK')	image/png	date:Sun,%2016%20Jun%202024%2020:22:38%20GMT	https://devsaidul.com/html3/new/assets/images/home-1/footer-gallery-3.png	C:/My%20Web%20Sites/cyber/devsaidul.com/html3/new/assets/images/home-1/footer-gallery-3.png	(from https://devsaidul.com/html3/new/index.html)
23:10:24	8826/8826	---M--	200	added ('OK')	image/png	date:Sun,%2016%20Jun%202024%2020:22:38%20GMT	https://devsaidul.com/html3/new/assets/images/home-1/footer-gallery-4.png	C:/My%20Web%20Sites/cyber/devsaidul.com/html3/new/assets/images/home-1/footer-gallery-4.png	(from https://devsaidul.com/html3/new/index.html)
23:10:25	7393/7393	---M--	200	added ('OK')	image/png	date:Sun,%2016%20Jun%202024%2020:22:38%20GMT	https://devsaidul.com/html3/new/assets/images/home-1/footer-gallery-5.png	C:/My%20Web%20Sites/cyber/devsaidul.com/html3/new/assets/images/home-1/footer-gallery-5.png	(from https://devsaidul.com/html3/new/index.html)
23:10:25	7977/7977	---M--	200	added ('OK')	image/png	date:Sun,%2016%20Jun%202024%2020:22:38%20GMT	https://devsaidul.com/html3/new/assets/images/home-1/footer-gallery-6.png	C:/My%20Web%20Sites/cyber/devsaidul.com/html3/new/assets/images/home-1/footer-gallery-6.png	(from https://devsaidul.com/html3/new/index.html)
23:10:25	89501/89501	---M-Z	200	added ('OK')	application/javascript	etag:W/%2228feccc0-15d9d%22	https://code.jquery.com/jquery-3.6.0.min.js	C:/My%20Web%20Sites/cyber/code.jquery.com/jquery-3.6.0.min.js	(from https://devsaidul.com/html3/new/index.html)
23:10:26	80721/80721	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2016%20Jun%202024%2020:22:38%20GMT	https://devsaidul.com/html3/new/assets/js/bootstrap.bundle.min.js	C:/My%20Web%20Sites/cyber/devsaidul.com/html3/new/assets/js/bootstrap.bundle.min.js	(from https://devsaidul.com/html3/new/index.html)
23:10:26	139367/139367	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2016%20Jun%202024%2020:22:38%20GMT	https://devsaidul.com/html3/new/assets/js/swiper.js	C:/My%20Web%20Sites/cyber/devsaidul.com/html3/new/assets/js/swiper.js	(from https://devsaidul.com/html3/new/index.html)
23:10:26	70981/70981	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2016%20Jun%202024%2020:22:38%20GMT	https://devsaidul.com/html3/new/assets/js/gsap.min.js	C:/My%20Web%20Sites/cyber/devsaidul.com/html3/new/assets/js/gsap.min.js	(from https://devsaidul.com/html3/new/index.html)
23:10:27	15588/15588	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2016%20Jun%202024%2020:22:38%20GMT	https://devsaidul.com/html3/new/assets/js/split-text.js	C:/My%20Web%20Sites/cyber/devsaidul.com/html3/new/assets/js/split-text.js	(from https://devsaidul.com/html3/new/index.html)
23:10:27	39255/39255	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2016%20Jun%202024%2020:22:38%20GMT	https://devsaidul.com/html3/new/assets/js/scrolltigger.js	C:/My%20Web%20Sites/cyber/devsaidul.com/html3/new/assets/js/scrolltigger.js	(from https://devsaidul.com/html3/new/index.html)
23:10:27	8509/8509	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2016%20Jun%202024%2020:22:38%20GMT	https://devsaidul.com/html3/new/assets/js/split-type.js	C:/My%20Web%20Sites/cyber/devsaidul.com/html3/new/assets/js/split-type.js	(from https://devsaidul.com/html3/new/index.html)
23:10:27	8182/8182	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2016%20Jun%202024%2020:22:38%20GMT	https://devsaidul.com/html3/new/assets/js/waw.js	C:/My%20Web%20Sites/cyber/devsaidul.com/html3/new/assets/js/waw.js	(from https://devsaidul.com/html3/new/index.html)
23:10:28	2181/2181	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2016%20Jun%202024%2020:22:38%20GMT	https://devsaidul.com/html3/new/assets/js/counter-up.js	C:/My%20Web%20Sites/cyber/devsaidul.com/html3/new/assets/js/counter-up.js	(from https://devsaidul.com/html3/new/index.html)
23:10:28	9354/9354	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2016%20Jun%202024%2020:22:38%20GMT	https://devsaidul.com/html3/new/assets/js/metismenu.js	C:/My%20Web%20Sites/cyber/devsaidul.com/html3/new/assets/js/metismenu.js	(from https://devsaidul.com/html3/new/index.html)
23:10:28	20216/20216	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2016%20Jun%202024%2020:22:38%20GMT	https://devsaidul.com/html3/new/assets/js/magnific-popup.js	C:/My%20Web%20Sites/cyber/devsaidul.com/html3/new/assets/js/magnific-popup.js	(from https://devsaidul.com/html3/new/index.html)
23:10:29	9070/9070	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2016%20Jun%202024%2020:22:38%20GMT	https://devsaidul.com/html3/new/assets/js/waypoint.js	C:/My%20Web%20Sites/cyber/devsaidul.com/html3/new/assets/js/waypoint.js	(from https://devsaidul.com/html3/new/index.html)
23:10:29	23598/23598	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2016%20Jun%202024%2020:22:38%20GMT	https://devsaidul.com/html3/new/assets/js/main.js	C:/My%20Web%20Sites/cyber/devsaidul.com/html3/new/assets/js/main.js	(from https://devsaidul.com/html3/new/index.html)
23:10:31	37020/37020	---M--	200	added ('OK')	image/png	date:Sun,%2016%20Jun%202024%2020:22:38%20GMT	https://devsaidul.com/html3/new/assets/images/home-1/faq-bg.png	C:/My%20Web%20Sites/cyber/devsaidul.com/html3/new/assets/images/home-1/faq-bg.png	(from https://devsaidul.com/html3/new/assets/css/common.css)
23:10:32	514789/514789	---M--	200	added ('OK')	image/png	date:Sun,%2016%20Jun%202024%2020:22:38%20GMT	https://devsaidul.com/html3/new/assets/images/home-1/up-coming-events-bg.png	C:/My%20Web%20Sites/cyber/devsaidul.com/html3/new/assets/images/home-1/up-coming-events-bg.png	(from https://devsaidul.com/html3/new/assets/css/common.css)
23:10:33	586837/586837	---M--	200	added ('OK')	image/png	date:Sun,%2016%20Jun%202024%2020:22:38%20GMT	https://devsaidul.com/html3/new/assets/images/home-1/banner.png	C:/My%20Web%20Sites/cyber/devsaidul.com/html3/new/assets/images/home-1/banner.png	(from https://devsaidul.com/html3/new/assets/css/home-1.css)
23:10:33	1270/1270	---M--	200	added ('OK')	image/png	date:Sun,%2016%20Jun%202024%2020:22:38%20GMT	https://devsaidul.com/html3/new/assets/images/home-1/cta.png	C:/My%20Web%20Sites/cyber/devsaidul.com/html3/new/assets/images/home-1/cta.png	(from https://devsaidul.com/html3/new/assets/css/home-1.css)
23:10:33	304458/304458	---M--	200	added ('OK')	image/png	date:Sun,%2016%20Jun%202024%2020:22:38%20GMT	https://devsaidul.com/html3/new/assets/images/home-3/fact.png	C:/My%20Web%20Sites/cyber/devsaidul.com/html3/new/assets/images/home-3/fact.png	(from https://devsaidul.com/html3/new/assets/css/common.css)
23:10:33	20776/20776	---M--	200	added ('OK')	image/png	date:Sun,%2016%20Jun%202024%2020:22:38%20GMT	https://devsaidul.com/html3/new/assets/images/home-1/pattern.png	C:/My%20Web%20Sites/cyber/devsaidul.com/html3/new/assets/images/home-1/pattern.png	(from https://devsaidul.com/html3/new/assets/css/home-1.css)
23:10:33	631/631	---M--	200	added ('OK')	image/png	date:Sun,%2016%20Jun%202024%2020:22:38%20GMT	https://devsaidul.com/html3/new/assets/images/favicons-2.png	C:/My%20Web%20Sites/cyber/devsaidul.com/html3/new/assets/images/favicons-2.png	(from https://devsaidul.com/html3/new/home-2.html)
23:10:34	9989/9989	---M-Z	200	added ('OK')	text/css	date:Sun,%2016%20Jun%202024%2020:22:38%20GMT	https://devsaidul.com/html3/new/assets/css/nav-2.css	C:/My%20Web%20Sites/cyber/devsaidul.com/html3/new/assets/css/nav-2.css	(from https://devsaidul.com/html3/new/home-2.html)
23:10:34	5493/5493	---M-Z	200	added ('OK')	text/css	date:Sun,%2016%20Jun%202024%2020:22:38%20GMT	https://devsaidul.com/html3/new/assets/css/footer-2.css	C:/My%20Web%20Sites/cyber/devsaidul.com/html3/new/assets/css/footer-2.css	(from https://devsaidul.com/html3/new/home-2.html)
23:10:34	27844/27844	---M-Z	200	added ('OK')	text/css	date:Sun,%2016%20Jun%202024%2020:22:38%20GMT	https://devsaidul.com/html3/new/assets/css/home-2.css	C:/My%20Web%20Sites/cyber/devsaidul.com/html3/new/assets/css/home-2.css	(from https://devsaidul.com/html3/new/home-2.html)
23:10:35	3364/3364	---M--	200	added ('OK')	image/png	date:Sun,%2016%20Jun%202024%2020:22:38%20GMT	https://devsaidul.com/html3/new/assets/images/home-2/logo.png	C:/My%20Web%20Sites/cyber/devsaidul.com/html3/new/assets/images/home-2/logo.png	(from https://devsaidul.com/html3/new/home-2.html)
23:10:35	1603/1603	---M--	200	added ('OK')	image/png	date:Sun,%2016%20Jun%202024%2020:22:38%20GMT	https://devsaidul.com/html3/new/assets/images/home-2/choose-us-icon-1.png	C:/My%20Web%20Sites/cyber/devsaidul.com/html3/new/assets/images/home-2/choose-us-icon-1.png	(from https://devsaidul.com/html3/new/home-2.html)
23:10:35	1433/1433	---M--	200	added ('OK')	image/png	date:Sun,%2016%20Jun%202024%2020:22:38%20GMT	https://devsaidul.com/html3/new/assets/images/home-2/choose-us-icon-4.png	C:/My%20Web%20Sites/cyber/devsaidul.com/html3/new/assets/images/home-2/choose-us-icon-4.png	(from https://devsaidul.com/html3/new/home-2.html)
23:10:36	1186/1186	---M--	200	added ('OK')	image/png	date:Sun,%2016%20Jun%202024%2020:22:38%20GMT	https://devsaidul.com/html3/new/assets/images/home-2/choose-us-icon-2.png	C:/My%20Web%20Sites/cyber/devsaidul.com/html3/new/assets/images/home-2/choose-us-icon-2.png	(from https://devsaidul.com/html3/new/home-2.html)
23:10:36	1140/1140	---M--	200	added ('OK')	image/png	date:Sun,%2016%20Jun%202024%2020:22:38%20GMT	https://devsaidul.com/html3/new/assets/images/home-2/choose-us-icon-5.png	C:/My%20Web%20Sites/cyber/devsaidul.com/html3/new/assets/images/home-2/choose-us-icon-5.png	(from https://devsaidul.com/html3/new/home-2.html)
23:10:36	1664/1664	---M--	200	added ('OK')	image/png	date:Sun,%2016%20Jun%202024%2020:22:38%20GMT	https://devsaidul.com/html3/new/assets/images/home-2/choose-us-icon-3.png	C:/My%20Web%20Sites/cyber/devsaidul.com/html3/new/assets/images/home-2/choose-us-icon-3.png	(from https://devsaidul.com/html3/new/home-2.html)
23:10:37	1717/1717	---M--	200	added ('OK')	image/png	date:Sun,%2016%20Jun%202024%2020:22:38%20GMT	https://devsaidul.com/html3/new/assets/images/home-2/choose-us-icon-6.png	C:/My%20Web%20Sites/cyber/devsaidul.com/html3/new/assets/images/home-2/choose-us-icon-6.png	(from https://devsaidul.com/html3/new/home-2.html)
23:10:37	2591/2591	---M--	200	added ('OK')	image/png	date:Sun,%2016%20Jun%202024%2020:22:38%20GMT	https://devsaidul.com/html3/new/assets/images/home-2/build-website-client-logo-1.png	C:/My%20Web%20Sites/cyber/devsaidul.com/html3/new/assets/images/home-2/build-website-client-logo-1.png	(from https://devsaidul.com/html3/new/home-2.html)
